Outfit ID,Name,Category,Style,Color,Occasion,Gender,Budget,Season,Image URL,Components,Style Explanation
425,Yellow Dress Shirt with Trousers,Business Casual,Formal,Yellow,Interview,Women,131.95,Winter,/assets/outfits/formal_yellow_425.jpg,"Yellow Long-Sleeve Shirt, Dark Grey Dress Pants, Leather Belt, Derby Shoes",Clean and understated look suitable for modern office environments.
426,Streetwear Brown Windbreaker Outfit,Streetwear,Streetwear,Brown,Casual Hangout,Women,20.63,Winter,/assets/outfits/streetwear_brown_426.jpg,"Brown Windbreaker Jacket, Track Pants, High-top Sneakers, Crossbody Bag",Athletic-inspired streetwear designed for active urban exploration.
427,Casual Blazer and White Tee,Smart Casual,Smart Casual,Red,Party,Unisex,133.86,Rainy,/assets/outfits/smart casual_red_427.jpg,"Red Casual Blazer, White T-Shirt, Slim-fit Dark Jeans, Loafers",Effortlessly blending casual and formal elements for a modern silhouette.
428,Elegant Green Kurta Pyjama,Traditional Wear,Traditional,Green,Party,Women,66.34,Winter,/assets/outfits/traditional_green_428.jpg,"Green Embroidered Kurta, White Pajama Pants, Traditional Mojari Shoes, Nehru Jacket",Classic festive wear showcasing rich craftsmanship and cultural heritage.
429,Sleek Blue Nightout Outfit,Party Wear,Party,Blue,Party,Women,69.88,Summer,/assets/outfits/party_blue_429.jpg,"Blue Leather Jacket, Black Fitted Tee, Ripped Black Jeans, Chelsea Boots",Edgy and eye-catching ensemble optimized for evening events and parties.
430,Oversized Blue Tee and Cargoes,Streetwear,Streetwear,Blue,Party,Women,67.06,Winter,/assets/outfits/streetwear_blue_430.jpg,"Oversized Blue Graphic Tee, Black Cargo Pants, Chunky Sneakers, Bucket Hat",Urban street style leaning heavily on baggy fits and utility details.
431,Streetwear Blue Windbreaker Outfit,Streetwear,Streetwear,Blue,Casual Hangout,Men,68.61,Winter,/assets/outfits/streetwear_blue_431.jpg,"Blue Windbreaker Jacket, Track Pants, High-top Sneakers, Crossbody Bag",Athletic-inspired streetwear designed for active urban exploration.
432,Brown T-Shirt and Denim Jeans,Casual Wear,Casual,Brown,Casual Hangout,Women,60.63,Winter,/assets/outfits/casual_brown_432.jpg,"Brown T-Shirt, Blue Jeans, White Sneakers",A classic everyday relaxed look perfect for casual outings.
433,White Dress Shirt with Trousers,Business Casual,Formal,White,Interview,Unisex,106.41,Winter,/assets/outfits/formal_white_433.jpg,"White Long-Sleeve Shirt, Dark Grey Dress Pants, Leather Belt, Derby Shoes",Clean and understated look suitable for modern office environments.
434,Glamorous White Party Dress,Party Wear,Party,White,Party,Women,90.5,Rainy,/assets/outfits/party_white_434.jpg,"White Cocktail Dress, Strappy Heels, Clutch Bag, Statement Earrings",Sophisticated evening wear designed to stand out under the lights.
435,Streetwear Green Windbreaker Outfit,Streetwear,Streetwear,Green,Casual Hangout,Men,46.97,Rainy,/assets/outfits/streetwear_green_435.jpg,"Green Windbreaker Jacket, Track Pants, High-top Sneakers, Crossbody Bag",Athletic-inspired streetwear designed for active urban exploration.
436,Glamorous Black Party Dress,Party Wear,Party,Black,Party,Unisex,100.62,Summer,/assets/outfits/party_black_436.jpg,"Black Cocktail Dress, Strappy Heels, Clutch Bag, Statement Earrings",Sophisticated evening wear designed to stand out under the lights.
437,Oversized Red Tee and Cargoes,Streetwear,Streetwear,Red,Casual Hangout,Men,41.95,Rainy,/assets/outfits/streetwear_red_437.jpg,"Oversized Red Graphic Tee, Black Cargo Pants, Chunky Sneakers, Bucket Hat",Urban street style leaning heavily on baggy fits and utility details.
438,Chic Black Blazer and Chinos,Business Casual,Formal,Black,Business Meeting,Women,128.05,Rainy,/assets/outfits/formal_black_438.jpg,"Black Blazer, Beige Chinos, Light Blue Shirt, Brown Loafers",Smart business casual appearance combining structure with daily comfort.
439,Streetwear Red Windbreaker Outfit,Streetwear,Streetwear,Red,Party,Women,55.22,Rainy,/assets/outfits/streetwear_red_439.jpg,"Red Windbreaker Jacket, Track Pants, High-top Sneakers, Crossbody Bag",Athletic-inspired streetwear designed for active urban exploration.
440,Brown Polo and Khaki Pants,Smart Casual,Smart Casual,Brown,Casual Hangout,Women,68.82,Rainy,/assets/outfits/smart casual_brown_440.jpg,"Brown Polo Shirt, Khaki Pants, Leather Watch, Minimalist White Shoes",Preppy yet functional styling ideal for weekend social events.
441,Streetwear Red Windbreaker Outfit,Streetwear,Streetwear,Red,Casual Hangout,Unisex,38.79,Summer,/assets/outfits/streetwear_red_441.jpg,"Red Windbreaker Jacket, Track Pants, High-top Sneakers, Crossbody Bag",Athletic-inspired streetwear designed for active urban exploration.
442,Chic Black Blazer and Chinos,Business Casual,Formal,Black,Interview,Men,126.19,Summer,/assets/outfits/formal_black_442.jpg,"Black Blazer, Beige Chinos, Light Blue Shirt, Brown Loafers",Smart business casual appearance combining structure with daily comfort.
443,Vibrant White Velvet Blazer,Party Wear,Party,White,Party,Unisex,90.43,Winter,/assets/outfits/party_white_443.jpg,"White Velvet Blazer, Black Dress Shirt, Black Dress Pants, Patent Leather Shoes",Luxurious party styling displaying rich textures and modern cuts.
444,Oversized Red Tee and Cargoes,Streetwear,Streetwear,Red,Party,Men,28.42,Winter,/assets/outfits/streetwear_red_444.jpg,"Oversized Red Graphic Tee, Black Cargo Pants, Chunky Sneakers, Bucket Hat",Urban street style leaning heavily on baggy fits and utility details.
445,Red Polo and Khaki Pants,Smart Casual,Smart Casual,Red,Casual Hangout,Men,49.08,Winter,/assets/outfits/smart casual_red_445.jpg,"Red Polo Shirt, Khaki Pants, Leather Watch, Minimalist White Shoes",Preppy yet functional styling ideal for weekend social events.
446,Chic Red Blazer and Chinos,Business Casual,Formal,Red,Business Meeting,Unisex,115.0,Rainy,/assets/outfits/formal_red_446.jpg,"Red Blazer, Beige Chinos, Light Blue Shirt, Brown Loafers",Smart business casual appearance combining structure with daily comfort.
447,Glamorous Yellow Party Dress,Party Wear,Party,Yellow,Party,Women,79.09,Winter,/assets/outfits/party_yellow_447.jpg,"Yellow Cocktail Dress, Strappy Heels, Clutch Bag, Statement Earrings",Sophisticated evening wear designed to stand out under the lights.
448,Comfy Blue Hoodie and Joggers,Casual Wear,Casual,Blue,Casual Hangout,Men,52.26,Rainy,/assets/outfits/casual_blue_448.jpg,"Blue Hoodie, Grey Joggers, Running Shoes",Comfort-first outfit designed for running errands or lounging.
449,Chic Red Blazer and Chinos,Business Casual,Formal,Red,Interview,Unisex,133.0,Summer,/assets/outfits/formal_red_449.jpg,"Red Blazer, Beige Chinos, Light Blue Shirt, Brown Loafers",Smart business casual appearance combining structure with daily comfort.
450,Red Polo and Khaki Pants,Smart Casual,Smart Casual,Red,Business Meeting,Men,52.78,Rainy,/assets/outfits/smart casual_red_450.jpg,"Red Polo Shirt, Khaki Pants, Leather Watch, Minimalist White Shoes",Preppy yet functional styling ideal for weekend social events.
451,Sleek Yellow Nightout Outfit,Party Wear,Party,Yellow,Party,Unisex,72.49,Summer,/assets/outfits/party_yellow_451.jpg,"Yellow Leather Jacket, Black Fitted Tee, Ripped Black Jeans, Chelsea Boots",Edgy and eye-catching ensemble optimized for evening events and parties.
452,Denim Jacket with Blue Shirt,Casual Wear,Casual,Blue,Sport,Women,165.18,Summer,/assets/outfits/casual_blue_452.jpg,"Blue Denim Jacket, Blue Cotton T-Shirt, Black Jeans, Sneakers",Layered denim style that provides casual warmth.
453,Comfy White Hoodie and Joggers,Casual Wear,Casual,White,Sport,Unisex,71.66,Winter,/assets/outfits/casual_white_453.jpg,"White Hoodie, Grey Joggers, Running Shoes",Comfort-first outfit designed for running errands or lounging.
454,Tailored Brown Suit Ensemble,Business Formal,Formal,Brown,Business Meeting,Men,336.3,Rainy,/assets/outfits/formal_brown_454.jpg,"Brown Blazer, Matching Brown Trousers, White Dress Shirt, Black Oxford Shoes, Silk Tie","A sharp, corporate-ready suit combination to exude professionalism."
455,Designer White Anarkali Suit,Traditional Wear,Traditional,White,Party,Women,251.27,Rainy,/assets/outfits/traditional_white_455.jpg,"White Anarkali Gown, Matching Dupatta, Traditional Jhumkas, Golden Sandals",Flowing traditional silhouette creating a grace-filled traditional appeal.
456,Casual Blazer and White Tee,Smart Casual,Smart Casual,White,Business Meeting,Women,165.38,Summer,/assets/outfits/smart casual_white_456.jpg,"White Casual Blazer, White T-Shirt, Slim-fit Dark Jeans, Loafers",Effortlessly blending casual and formal elements for a modern silhouette.
457,Brown Dress Shirt with Trousers,Business Casual,Formal,Brown,Interview,Men,148.25,Winter,/assets/outfits/formal_brown_457.jpg,"Brown Long-Sleeve Shirt, Dark Grey Dress Pants, Leather Belt, Derby Shoes",Clean and understated look suitable for modern office environments.
458,Green Dress Shirt with Trousers,Business Casual,Formal,Green,Business Meeting,Women,139.06,Winter,/assets/outfits/formal_green_458.jpg,"Green Long-Sleeve Shirt, Dark Grey Dress Pants, Leather Belt, Derby Shoes",Clean and understated look suitable for modern office environments.
459,Glamorous Black Party Dress,Party Wear,Party,Black,Party,Unisex,126.72,Summer,/assets/outfits/party_black_459.jpg,"Black Cocktail Dress, Strappy Heels, Clutch Bag, Statement Earrings",Sophisticated evening wear designed to stand out under the lights.
460,Green Polo and Khaki Pants,Smart Casual,Smart Casual,Green,Party,Women,20.15,Winter,/assets/outfits/smart casual_green_460.jpg,"Green Polo Shirt, Khaki Pants, Leather Watch, Minimalist White Shoes",Preppy yet functional styling ideal for weekend social events.
461,Oversized Yellow Tee and Cargoes,Streetwear,Streetwear,Yellow,Party,Women,71.01,Rainy,/assets/outfits/streetwear_yellow_461.jpg,"Oversized Yellow Graphic Tee, Black Cargo Pants, Chunky Sneakers, Bucket Hat",Urban street style leaning heavily on baggy fits and utility details.
462,Brown Polo and Khaki Pants,Smart Casual,Smart Casual,Brown,Party,Women,54.68,Winter,/assets/outfits/smart casual_brown_462.jpg,"Brown Polo Shirt, Khaki Pants, Leather Watch, Minimalist White Shoes",Preppy yet functional styling ideal for weekend social events.
463,Yellow T-Shirt and Denim Jeans,Casual Wear,Casual,Yellow,Casual Hangout,Women,75.77,Summer,/assets/outfits/casual_yellow_463.jpg,"Yellow T-Shirt, Blue Jeans, White Sneakers",A classic everyday relaxed look perfect for casual outings.
464,Chic Green Blazer and Chinos,Business Casual,Formal,Green,Interview,Men,179.53,Summer,/assets/outfits/formal_green_464.jpg,"Green Blazer, Beige Chinos, Light Blue Shirt, Brown Loafers",Smart business casual appearance combining structure with daily comfort.
465,Blue Dress Shirt with Trousers,Business Casual,Formal,Blue,Interview,Men,142.0,Summer,/assets/outfits/formal_blue_465.jpg,"Blue Long-Sleeve Shirt, Dark Grey Dress Pants, Leather Belt, Derby Shoes",Clean and understated look suitable for modern office environments.
466,Casual Blazer and White Tee,Smart Casual,Smart Casual,Blue,Casual Hangout,Unisex,75.7,Rainy,/assets/outfits/smart casual_blue_466.jpg,"Blue Casual Blazer, White T-Shirt, Slim-fit Dark Jeans, Loafers",Effortlessly blending casual and formal elements for a modern silhouette.
467,Streetwear Yellow Windbreaker Outfit,Streetwear,Streetwear,Yellow,Party,Unisex,59.33,Summer,/assets/outfits/streetwear_yellow_467.jpg,"Yellow Windbreaker Jacket, Track Pants, High-top Sneakers, Crossbody Bag",Athletic-inspired streetwear designed for active urban exploration.
468,Oversized Black Tee and Cargoes,Streetwear,Streetwear,Black,Casual Hangout,Men,27.96,Winter,/assets/outfits/streetwear_black_468.jpg,"Oversized Black Graphic Tee, Black Cargo Pants, Chunky Sneakers, Bucket Hat",Urban street style leaning heavily on baggy fits and utility details.
469,Yellow Dress Shirt with Trousers,Business Casual,Formal,Yellow,Interview,Women,146.52,Winter,/assets/outfits/formal_yellow_469.jpg,"Yellow Long-Sleeve Shirt, Dark Grey Dress Pants, Leather Belt, Derby Shoes",Clean and understated look suitable for modern office environments.
470,Denim Jacket with Yellow Shirt,Casual Wear,Casual,Yellow,Casual Hangout,Men,95.18,Rainy,/assets/outfits/casual_yellow_470.jpg,"Blue Denim Jacket, Yellow Cotton T-Shirt, Black Jeans, Sneakers",Layered denim style that provides casual warmth.
471,Black T-Shirt and Denim Jeans,Casual Wear,Casual,Black,Sport,Women,28.23,Rainy,/assets/outfits/casual_black_471.jpg,"Black T-Shirt, Blue Jeans, White Sneakers",A classic everyday relaxed look perfect for casual outings.
472,Yellow Dress Shirt with Trousers,Business Casual,Formal,Yellow,Interview,Men,137.14,Winter,/assets/outfits/formal_yellow_472.jpg,"Yellow Long-Sleeve Shirt, Dark Grey Dress Pants, Leather Belt, Derby Shoes",Clean and understated look suitable for modern office environments.
473,Chic Blue Blazer and Chinos,Business Casual,Formal,Blue,Interview,Unisex,171.19,Winter,/assets/outfits/formal_blue_473.jpg,"Blue Blazer, Beige Chinos, Light Blue Shirt, Brown Loafers",Smart business casual appearance combining structure with daily comfort.
474,Tailored Red Suit Ensemble,Business Formal,Formal,Red,Business Meeting,Unisex,487.14,Summer,/assets/outfits/formal_red_474.jpg,"Red Blazer, Matching Red Trousers, White Dress Shirt, Black Oxford Shoes, Silk Tie","A sharp, corporate-ready suit combination to exude professionalism."
475,Casual Blazer and White Tee,Smart Casual,Smart Casual,White,Casual Hangout,Women,97.3,Rainy,/assets/outfits/smart casual_white_475.jpg,"White Casual Blazer, White T-Shirt, Slim-fit Dark Jeans, Loafers",Effortlessly blending casual and formal elements for a modern silhouette.
476,Designer Yellow Anarkali Suit,Traditional Wear,Traditional,Yellow,Wedding,Unisex,446.76,Winter,/assets/outfits/traditional_yellow_476.jpg,"Yellow Anarkali Gown, Matching Dupatta, Traditional Jhumkas, Golden Sandals",Flowing traditional silhouette creating a grace-filled traditional appeal.
477,Streetwear White Windbreaker Outfit,Streetwear,Streetwear,White,Casual Hangout,Unisex,64.87,Rainy,/assets/outfits/streetwear_white_477.jpg,"White Windbreaker Jacket, Track Pants, High-top Sneakers, Crossbody Bag",Athletic-inspired streetwear designed for active urban exploration.
478,Casual Blazer and White Tee,Smart Casual,Smart Casual,Brown,Business Meeting,Men,82.4,Winter,/assets/outfits/smart casual_brown_478.jpg,"Brown Casual Blazer, White T-Shirt, Slim-fit Dark Jeans, Loafers",Effortlessly blending casual and formal elements for a modern silhouette.
479,Vibrant Red Velvet Blazer,Party Wear,Party,Red,Party,Men,178.56,Rainy,/assets/outfits/party_red_479.jpg,"Red Velvet Blazer, Black Dress Shirt, Black Dress Pants, Patent Leather Shoes",Luxurious party styling displaying rich textures and modern cuts.
480,Casual Blazer and White Tee,Smart Casual,Smart Casual,Green,Business Meeting,Unisex,130.1,Winter,/assets/outfits/smart casual_green_480.jpg,"Green Casual Blazer, White T-Shirt, Slim-fit Dark Jeans, Loafers",Effortlessly blending casual and formal elements for a modern silhouette.
481,Chic Brown Blazer and Chinos,Business Casual,Formal,Brown,Interview,Men,71.52,Winter,/assets/outfits/formal_brown_481.jpg,"Brown Blazer, Beige Chinos, Light Blue Shirt, Brown Loafers",Smart business casual appearance combining structure with daily comfort.
482,Tailored Black Suit Ensemble,Business Formal,Formal,Black,Business Meeting,Women,370.0,Rainy,/assets/outfits/formal_black_482.jpg,"Black Blazer, Matching Black Trousers, White Dress Shirt, Black Oxford Shoes, Silk Tie","A sharp, corporate-ready suit combination to exude professionalism."
483,Royal Green Sherwani Ensemble,Traditional Wear,Traditional,Green,Wedding,Unisex,374.19,Winter,/assets/outfits/traditional_green_483.jpg,"Green Silk Sherwani, Churidar Pants, Designer Stole, Traditional Juttis",An exquisite formal option for weddings and high ceremonies.
484,Designer White Anarkali Suit,Traditional Wear,Traditional,White,Party,Women,177.66,Summer,/assets/outfits/traditional_white_484.jpg,"White Anarkali Gown, Matching Dupatta, Traditional Jhumkas, Golden Sandals",Flowing traditional silhouette creating a grace-filled traditional appeal.
485,Tailored Red Suit Ensemble,Business Formal,Formal,Red,Interview,Women,258.56,Summer,/assets/outfits/formal_red_485.jpg,"Red Blazer, Matching Red Trousers, White Dress Shirt, Black Oxford Shoes, Silk Tie","A sharp, corporate-ready suit combination to exude professionalism."
486,Vibrant Brown Velvet Blazer,Party Wear,Party,Brown,Party,Men,79.48,Summer,/assets/outfits/party_brown_486.jpg,"Brown Velvet Blazer, Black Dress Shirt, Black Dress Pants, Patent Leather Shoes",Luxurious party styling displaying rich textures and modern cuts.
487,Sleek Green Nightout Outfit,Party Wear,Party,Green,Party,Unisex,38.56,Rainy,/assets/outfits/party_green_487.jpg,"Green Leather Jacket, Black Fitted Tee, Ripped Black Jeans, Chelsea Boots",Edgy and eye-catching ensemble optimized for evening events and parties.
488,Oversized Black Tee and Cargoes,Streetwear,Streetwear,Black,Casual Hangout,Men,62.09,Rainy,/assets/outfits/streetwear_black_488.jpg,"Oversized Black Graphic Tee, Black Cargo Pants, Chunky Sneakers, Bucket Hat",Urban street style leaning heavily on baggy fits and utility details.
489,Chic Blue Blazer and Chinos,Business Casual,Formal,Blue,Business Meeting,Unisex,88.37,Rainy,/assets/outfits/formal_blue_489.jpg,"Blue Blazer, Beige Chinos, Light Blue Shirt, Brown Loafers",Smart business casual appearance combining structure with daily comfort.
490,Brown Dress Shirt with Trousers,Business Casual,Formal,Brown,Interview,Women,154.86,Rainy,/assets/outfits/formal_brown_490.jpg,"Brown Long-Sleeve Shirt, Dark Grey Dress Pants, Leather Belt, Derby Shoes",Clean and understated look suitable for modern office environments.
491,Lightweight Brown Shorts and Tee,Casual Wear,Casual,Brown,Casual Hangout,Women,35.78,Rainy,/assets/outfits/casual_brown_491.jpg,"White T-Shirt, Brown Cotton Shorts, Sandals",Perfect breathable outfit for hot summer days.
492,Designer Black Anarkali Suit,Traditional Wear,Traditional,Black,Party,Women,169.4,Winter,/assets/outfits/traditional_black_492.jpg,"Black Anarkali Gown, Matching Dupatta, Traditional Jhumkas, Golden Sandals",Flowing traditional silhouette creating a grace-filled traditional appeal.
493,Elegant Blue Kurta Pyjama,Traditional Wear,Traditional,Blue,Wedding,Men,73.66,Winter,/assets/outfits/traditional_blue_493.jpg,"Blue Embroidered Kurta, White Pajama Pants, Traditional Mojari Shoes, Nehru Jacket",Classic festive wear showcasing rich craftsmanship and cultural heritage.
494,Oversized White Tee and Cargoes,Streetwear,Streetwear,White,Casual Hangout,Unisex,22.64,Rainy,/assets/outfits/streetwear_white_494.jpg,"Oversized White Graphic Tee, Black Cargo Pants, Chunky Sneakers, Bucket Hat",Urban street style leaning heavily on baggy fits and utility details.
495,Comfy Black Hoodie and Joggers,Casual Wear,Casual,Black,Sport,Women,75.21,Rainy,/assets/outfits/casual_black_495.jpg,"Black Hoodie, Grey Joggers, Running Shoes",Comfort-first outfit designed for running errands or lounging.
496,Tailored Red Suit Ensemble,Business Formal,Formal,Red,Business Meeting,Unisex,228.58,Rainy,/assets/outfits/formal_red_496.jpg,"Red Blazer, Matching Red Trousers, White Dress Shirt, Black Oxford Shoes, Silk Tie","A sharp, corporate-ready suit combination to exude professionalism."
497,Chic Yellow Blazer and Chinos,Business Casual,Formal,Yellow,Interview,Women,132.87,Summer,/assets/outfits/formal_yellow_497.jpg,"Yellow Blazer, Beige Chinos, Light Blue Shirt, Brown Loafers",Smart business casual appearance combining structure with daily comfort.
498,White T-Shirt and Denim Jeans,Casual Wear,Casual,White,Casual Hangout,Men,77.24,Winter,/assets/outfits/casual_white_498.jpg,"White T-Shirt, Blue Jeans, White Sneakers",A classic everyday relaxed look perfect for casual outings.
499,Denim Jacket with Brown Shirt,Casual Wear,Casual,Brown,Sport,Women,79.5,Rainy,/assets/outfits/casual_brown_499.jpg,"Blue Denim Jacket, Brown Cotton T-Shirt, Black Jeans, Sneakers",Layered denim style that provides casual warmth.
500,Sleek Blue Nightout Outfit,Party Wear,Party,Blue,Party,Men,64.37,Winter,/assets/outfits/party_blue_500.jpg,"Blue Leather Jacket, Black Fitted Tee, Ripped Black Jeans, Chelsea Boots",Edgy and eye-catching ensemble optimized for evening events and parties.
501,Chic Blue Blazer and Chinos,Business Casual,Formal,Blue,Interview,Unisex,150.57,Summer,/assets/outfits/formal_blue_501.jpg,"Blue Blazer, Beige Chinos, Light Blue Shirt, Brown Loafers",Smart business casual appearance combining structure with daily comfort.
502,Elegant White Kurta Pyjama,Traditional Wear,Traditional,White,Wedding,Men,33.98,Winter,/assets/outfits/traditional_white_502.jpg,"White Embroidered Kurta, White Pajama Pants, Traditional Mojari Shoes, Nehru Jacket",Classic festive wear showcasing rich craftsmanship and cultural heritage.
503,Casual Blazer and White Tee,Smart Casual,Smart Casual,Blue,Business Meeting,Men,163.39,Rainy,/assets/outfits/smart casual_blue_503.jpg,"Blue Casual Blazer, White T-Shirt, Slim-fit Dark Jeans, Loafers",Effortlessly blending casual and formal elements for a modern silhouette.
504,Streetwear Black Windbreaker Outfit,Streetwear,Streetwear,Black,Casual Hangout,Men,45.19,Rainy,/assets/outfits/streetwear_black_504.jpg,"Black Windbreaker Jacket, Track Pants, High-top Sneakers, Crossbody Bag",Athletic-inspired streetwear designed for active urban exploration.
505,Comfy Yellow Hoodie and Joggers,Casual Wear,Casual,Yellow,Casual Hangout,Women,75.28,Summer,/assets/outfits/casual_yellow_505.jpg,"Yellow Hoodie, Grey Joggers, Running Shoes",Comfort-first outfit designed for running errands or lounging.
506,Elegant Red Kurta Pyjama,Traditional Wear,Traditional,Red,Party,Men,24.49,Rainy,/assets/outfits/traditional_red_506.jpg,"Red Embroidered Kurta, White Pajama Pants, Traditional Mojari Shoes, Nehru Jacket",Classic festive wear showcasing rich craftsmanship and cultural heritage.
507,Elegant Green Kurta Pyjama,Traditional Wear,Traditional,Green,Wedding,Unisex,37.5,Summer,/assets/outfits/traditional_green_507.jpg,"Green Embroidered Kurta, White Pajama Pants, Traditional Mojari Shoes, Nehru Jacket",Classic festive wear showcasing rich craftsmanship and cultural heritage.
508,Yellow Polo and Khaki Pants,Smart Casual,Smart Casual,Yellow,Business Meeting,Unisex,47.17,Winter,/assets/outfits/smart casual_yellow_508.jpg,"Yellow Polo Shirt, Khaki Pants, Leather Watch, Minimalist White Shoes",Preppy yet functional styling ideal for weekend social events.
509,Tailored White Suit Ensemble,Business Formal,Formal,White,Interview,Men,204.39,Rainy,/assets/outfits/formal_white_509.jpg,"White Blazer, Matching White Trousers, White Dress Shirt, Black Oxford Shoes, Silk Tie","A sharp, corporate-ready suit combination to exude professionalism."
510,Chic Green Blazer and Chinos,Business Casual,Formal,Green,Interview,Women,128.95,Summer,/assets/outfits/formal_green_510.jpg,"Green Blazer, Beige Chinos, Light Blue Shirt, Brown Loafers",Smart business casual appearance combining structure with daily comfort.
511,Chic Blue Blazer and Chinos,Business Casual,Formal,Blue,Interview,Women,79.95,Summer,/assets/outfits/formal_blue_511.jpg,"Blue Blazer, Beige Chinos, Light Blue Shirt, Brown Loafers",Smart business casual appearance combining structure with daily comfort.
512,Streetwear Brown Windbreaker Outfit,Streetwear,Streetwear,Brown,Casual Hangout,Unisex,32.9,Rainy,/assets/outfits/streetwear_brown_512.jpg,"Brown Windbreaker Jacket, Track Pants, High-top Sneakers, Crossbody Bag",Athletic-inspired streetwear designed for active urban exploration.
513,Casual Blazer and White Tee,Smart Casual,Smart Casual,Black,Business Meeting,Unisex,113.59,Summer,/assets/outfits/smart casual_black_513.jpg,"Black Casual Blazer, White T-Shirt, Slim-fit Dark Jeans, Loafers",Effortlessly blending casual and formal elements for a modern silhouette.
514,Lightweight Blue Shorts and Tee,Casual Wear,Casual,Blue,Sport,Men,71.28,Summer,/assets/outfits/casual_blue_514.jpg,"White T-Shirt, Blue Cotton Shorts, Sandals",Perfect breathable outfit for hot summer days.
515,Comfy Black Hoodie and Joggers,Casual Wear,Casual,Black,Casual Hangout,Men,27.84,Summer,/assets/outfits/casual_black_515.jpg,"Black Hoodie, Grey Joggers, Running Shoes",Comfort-first outfit designed for running errands or lounging.
516,Glamorous Yellow Party Dress,Party Wear,Party,Yellow,Party,Unisex,134.06,Rainy,/assets/outfits/party_yellow_516.jpg,"Yellow Cocktail Dress, Strappy Heels, Clutch Bag, Statement Earrings",Sophisticated evening wear designed to stand out under the lights.
517,Casual Blazer and White Tee,Smart Casual,Smart Casual,Black,Party,Men,118.78,Summer,/assets/outfits/smart casual_black_517.jpg,"Black Casual Blazer, White T-Shirt, Slim-fit Dark Jeans, Loafers",Effortlessly blending casual and formal elements for a modern silhouette.
518,Tailored Brown Suit Ensemble,Business Formal,Formal,Brown,Interview,Women,479.8,Winter,/assets/outfits/formal_brown_518.jpg,"Brown Blazer, Matching Brown Trousers, White Dress Shirt, Black Oxford Shoes, Silk Tie","A sharp, corporate-ready suit combination to exude professionalism."
519,Comfy Red Hoodie and Joggers,Casual Wear,Casual,Red,Sport,Women,49.77,Winter,/assets/outfits/casual_red_519.jpg,"Red Hoodie, Grey Joggers, Running Shoes",Comfort-first outfit designed for running errands or lounging.
520,Vibrant Green Velvet Blazer,Party Wear,Party,Green,Party,Men,169.91,Winter,/assets/outfits/party_green_520.jpg,"Green Velvet Blazer, Black Dress Shirt, Black Dress Pants, Patent Leather Shoes",Luxurious party styling displaying rich textures and modern cuts.
